Make,Model,Year,Cab Type,Advertised Bed Length,OEM Cab Name,Interior Bed Length (in),Interior Width (in),Wheelhouse Width (in),Bed Depth (in),Wheelbase (in),Bed Construction,Notes
Toyota,Tacoma,2025,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tacoma,2025,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tacoma,2025,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2026,Regular Cab,8 ft,,,,,,,,
Toyota,Tacoma,2026,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2026,Extended Cab,6 ft,,,,,,,,
Toyota,Tacoma,2026,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tacoma,2026,Crew Cab,5 ft,,,,,,,,
Toyota,Tacoma,2026,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tacoma,2026,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tacoma,2026,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2010,Regular Cab,8 ft,,,,,,,,
Toyota,Tundra,2010,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2010,Extended Cab,6 ft,,,,,,,,
Toyota,Tundra,2010,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2010,Crew Cab,5 ft,,,,,,,,
Toyota,Tundra,2010,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tundra,2010,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tundra,2010,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2011,Regular Cab,8 ft,,,,,,,,
Toyota,Tundra,2011,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2011,Extended Cab,6 ft,,,,,,,,
Toyota,Tundra,2011,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2011,Crew Cab,5 ft,,,,,,,,
Toyota,Tundra,2011,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tundra,2011,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tundra,2011,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2012,Regular Cab,8 ft,,,,,,,,
Toyota,Tundra,2012,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2012,Extended Cab,6 ft,,,,,,,,
Toyota,Tundra,2012,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2012,Crew Cab,5 ft,,,,,,,,
Toyota,Tundra,2012,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tundra,2012,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tundra,2012,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2013,Regular Cab,8 ft,,,,,,,,
Toyota,Tundra,2013,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2013,Extended Cab,6 ft,,,,,,,,
Toyota,Tundra,2013,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2013,Crew Cab,5 ft,,,,,,,,
Toyota,Tundra,2013,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tundra,2013,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tundra,2013,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2014,Regular Cab,8 ft,,,,,,,,
Toyota,Tundra,2014,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2014,Extended Cab,6 ft,,,,,,,,
Toyota,Tundra,2014,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2014,Crew Cab,5 ft,,,,,,,,
Toyota,Tundra,2014,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tundra,2014,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tundra,2014,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2015,Regular Cab,8 ft,,,,,,,,
Toyota,Tundra,2015,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2015,Extended Cab,6 ft,,,,,,,,
Toyota,Tundra,2015,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2015,Crew Cab,5 ft,,,,,,,,
Toyota,Tundra,2015,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tundra,2015,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tundra,2015,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2016,Regular Cab,8 ft,,,,,,,,
Toyota,Tundra,2016,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2016,Extended Cab,6 ft,,,,,,,,
Toyota,Tundra,2016,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2016,Crew Cab,5 ft,,,,,,,,
Toyota,Tundra,2016,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tundra,2016,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tundra,2016,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2017,Regular Cab,8 ft,,,,,,,,
Toyota,Tundra,2017,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2017,Extended Cab,6 ft,,,,,,,,
Toyota,Tundra,2017,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2017,Crew Cab,5 ft,,,,,,,,
Toyota,Tundra,2017,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tundra,2017,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tundra,2017,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2018,Regular Cab,8 ft,,,,,,,,
Toyota,Tundra,2018,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2018,Extended Cab,6 ft,,,,,,,,
Toyota,Tundra,2018,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2018,Crew Cab,5 ft,,,,,,,,
Toyota,Tundra,2018,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tundra,2018,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tundra,2018,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2019,Regular Cab,8 ft,,,,,,,,
Toyota,Tundra,2019,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2019,Extended Cab,6 ft,,,,,,,,
Toyota,Tundra,2019,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2019,Crew Cab,5 ft,,,,,,,,
Toyota,Tundra,2019,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tundra,2019,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tundra,2019,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2020,Regular Cab,8 ft,,,,,,,,
Toyota,Tundra,2020,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2020,Extended Cab,6 ft,,,,,,,,
Toyota,Tundra,2020,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2020,Crew Cab,5 ft,,,,,,,,
Toyota,Tundra,2020,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tundra,2020,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tundra,2020,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2021,Regular Cab,8 ft,,,,,,,,
Toyota,Tundra,2021,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2021,Extended Cab,6 ft,,,,,,,,
Toyota,Tundra,2021,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2021,Crew Cab,5 ft,,,,,,,,
Toyota,Tundra,2021,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tundra,2021,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tundra,2021,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2022,Regular Cab,8 ft,,,,,,,,
Toyota,Tundra,2022,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2022,Extended Cab,6 ft,,,,,,,,
Toyota,Tundra,2022,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2022,Crew Cab,5 ft,,,,,,,,
Toyota,Tundra,2022,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tundra,2022,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tundra,2022,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2023,Regular Cab,8 ft,,,,,,,,
Toyota,Tundra,2023,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2023,Extended Cab,6 ft,,,,,,,,
Toyota,Tundra,2023,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2023,Crew Cab,5 ft,,,,,,,,
Toyota,Tundra,2023,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tundra,2023,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tundra,2023,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2024,Regular Cab,8 ft,,,,,,,,
Toyota,Tundra,2024,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2024,Extended Cab,6 ft,,,,,,,,
Toyota,Tundra,2024,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2024,Crew Cab,5 ft,,,,,,,,
Toyota,Tundra,2024,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tundra,2024,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tundra,2024,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2025,Regular Cab,8 ft,,,,,,,,
Toyota,Tundra,2025,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2025,Extended Cab,6 ft,,,,,,,,
Toyota,Tundra,2025,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2025,Crew Cab,5 ft,,,,,,,,
Toyota,Tundra,2025,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tundra,2025,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tundra,2025,Crew Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2026,Regular Cab,8 ft,,,,,,,,
Toyota,Tundra,2026,Regular Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2026,Extended Cab,6 ft,,,,,,,,
Toyota,Tundra,2026,Extended Cab,6.5 ft,,,,,,,,
Toyota,Tundra,2026,Crew Cab,5 ft,,,,,,,,
Toyota,Tundra,2026,Crew Cab,5.5 ft,,,,,,,,
Toyota,Tundra,2026,Crew Cab,5.75 ft,,,,,,,,
Toyota,Tundra,2026,Crew Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2010,Regular Cab,8 ft,,,,,,,,
Nissan,Frontier,2010,Regular Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2010,Extended Cab,6 ft,,,,,,,,
Nissan,Frontier,2010,Extended Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2010,Crew Cab,5 ft,,,,,,,,
Nissan,Frontier,2010,Crew Cab,5.5 ft,,,,,,,,
Nissan,Frontier,2010,Crew Cab,5.75 ft,,,,,,,,
Nissan,Frontier,2010,Crew Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2011,Regular Cab,8 ft,,,,,,,,
Nissan,Frontier,2011,Regular Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2011,Extended Cab,6 ft,,,,,,,,
Nissan,Frontier,2011,Extended Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2011,Crew Cab,5 ft,,,,,,,,
Nissan,Frontier,2011,Crew Cab,5.5 ft,,,,,,,,
Nissan,Frontier,2011,Crew Cab,5.75 ft,,,,,,,,
Nissan,Frontier,2011,Crew Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2012,Regular Cab,8 ft,,,,,,,,
Nissan,Frontier,2012,Regular Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2012,Extended Cab,6 ft,,,,,,,,
Nissan,Frontier,2012,Extended Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2012,Crew Cab,5 ft,,,,,,,,
Nissan,Frontier,2012,Crew Cab,5.5 ft,,,,,,,,
Nissan,Frontier,2012,Crew Cab,5.75 ft,,,,,,,,
Nissan,Frontier,2012,Crew Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2013,Regular Cab,8 ft,,,,,,,,
Nissan,Frontier,2013,Regular Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2013,Extended Cab,6 ft,,,,,,,,
Nissan,Frontier,2013,Extended Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2013,Crew Cab,5 ft,,,,,,,,
Nissan,Frontier,2013,Crew Cab,5.5 ft,,,,,,,,
Nissan,Frontier,2013,Crew Cab,5.75 ft,,,,,,,,
Nissan,Frontier,2013,Crew Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2014,Regular Cab,8 ft,,,,,,,,
Nissan,Frontier,2014,Regular Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2014,Extended Cab,6 ft,,,,,,,,
Nissan,Frontier,2014,Extended Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2014,Crew Cab,5 ft,,,,,,,,
Nissan,Frontier,2014,Crew Cab,5.5 ft,,,,,,,,
Nissan,Frontier,2014,Crew Cab,5.75 ft,,,,,,,,
Nissan,Frontier,2014,Crew Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2015,Regular Cab,8 ft,,,,,,,,
Nissan,Frontier,2015,Regular Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2015,Extended Cab,6 ft,,,,,,,,
Nissan,Frontier,2015,Extended Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2015,Crew Cab,5 ft,,,,,,,,
Nissan,Frontier,2015,Crew Cab,5.5 ft,,,,,,,,
Nissan,Frontier,2015,Crew Cab,5.75 ft,,,,,,,,
Nissan,Frontier,2015,Crew Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2016,Regular Cab,8 ft,,,,,,,,
Nissan,Frontier,2016,Regular Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2016,Extended Cab,6 ft,,,,,,,,
Nissan,Frontier,2016,Extended Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2016,Crew Cab,5 ft,,,,,,,,
Nissan,Frontier,2016,Crew Cab,5.5 ft,,,,,,,,
Nissan,Frontier,2016,Crew Cab,5.75 ft,,,,,,,,
Nissan,Frontier,2016,Crew Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2017,Regular Cab,8 ft,,,,,,,,
Nissan,Frontier,2017,Regular Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2017,Extended Cab,6 ft,,,,,,,,
Nissan,Frontier,2017,Extended Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2017,Crew Cab,5 ft,,,,,,,,
Nissan,Frontier,2017,Crew Cab,5.5 ft,,,,,,,,
Nissan,Frontier,2017,Crew Cab,5.75 ft,,,,,,,,
Nissan,Frontier,2017,Crew Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2018,Regular Cab,8 ft,,,,,,,,
Nissan,Frontier,2018,Regular Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2018,Extended Cab,6 ft,,,,,,,,
Nissan,Frontier,2018,Extended Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2018,Crew Cab,5 ft,,,,,,,,
Nissan,Frontier,2018,Crew Cab,5.5 ft,,,,,,,,
Nissan,Frontier,2018,Crew Cab,5.75 ft,,,,,,,,
Nissan,Frontier,2018,Crew Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2019,Regular Cab,8 ft,,,,,,,,
Nissan,Frontier,2019,Regular Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2019,Extended Cab,6 ft,,,,,,,,
Nissan,Frontier,2019,Extended Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2019,Crew Cab,5 ft,,,,,,,,
Nissan,Frontier,2019,Crew Cab,5.5 ft,,,,,,,,
Nissan,Frontier,2019,Crew Cab,5.75 ft,,,,,,,,
Nissan,Frontier,2019,Crew Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2020,Regular Cab,8 ft,,,,,,,,
Nissan,Frontier,2020,Regular Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2020,Extended Cab,6 ft,,,,,,,,
Nissan,Frontier,2020,Extended Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2020,Crew Cab,5 ft,,,,,,,,
Nissan,Frontier,2020,Crew Cab,5.5 ft,,,,,,,,
Nissan,Frontier,2020,Crew Cab,5.75 ft,,,,,,,,
Nissan,Frontier,2020,Crew Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2021,Regular Cab,8 ft,,,,,,,,
Nissan,Frontier,2021,Regular Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2021,Extended Cab,6 ft,,,,,,,,
Nissan,Frontier,2021,Extended Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2021,Crew Cab,5 ft,,,,,,,,
Nissan,Frontier,2021,Crew Cab,5.5 ft,,,,,,,,
Nissan,Frontier,2021,Crew Cab,5.75 ft,,,,,,,,
Nissan,Frontier,2021,Crew Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2022,Regular Cab,8 ft,,,,,,,,
Nissan,Frontier,2022,Regular Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2022,Extended Cab,6 ft,,,,,,,,
Nissan,Frontier,2022,Extended Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2022,Crew Cab,5 ft,,,,,,,,
Nissan,Frontier,2022,Crew Cab,5.5 ft,,,,,,,,
Nissan,Frontier,2022,Crew Cab,5.75 ft,,,,,,,,
Nissan,Frontier,2022,Crew Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2023,Regular Cab,8 ft,,,,,,,,
Nissan,Frontier,2023,Regular Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2023,Extended Cab,6 ft,,,,,,,,
Nissan,Frontier,2023,Extended Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2023,Crew Cab,5 ft,,,,,,,,
Nissan,Frontier,2023,Crew Cab,5.5 ft,,,,,,,,
Nissan,Frontier,2023,Crew Cab,5.75 ft,,,,,,,,
Nissan,Frontier,2023,Crew Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2024,Regular Cab,8 ft,,,,,,,,
Nissan,Frontier,2024,Regular Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2024,Extended Cab,6 ft,,,,,,,,
Nissan,Frontier,2024,Extended Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2024,Crew Cab,5 ft,,,,,,,,
Nissan,Frontier,2024,Crew Cab,5.5 ft,,,,,,,,
Nissan,Frontier,2024,Crew Cab,5.75 ft,,,,,,,,
Nissan,Frontier,2024,Crew Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2025,Regular Cab,8 ft,,,,,,,,
Nissan,Frontier,2025,Regular Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2025,Extended Cab,6 ft,,,,,,,,
Nissan,Frontier,2025,Extended Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2025,Crew Cab,5 ft,,,,,,,,
Nissan,Frontier,2025,Crew Cab,5.5 ft,,,,,,,,
Nissan,Frontier,2025,Crew Cab,5.75 ft,,,,,,,,
Nissan,Frontier,2025,Crew Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2026,Regular Cab,8 ft,,,,,,,,
Nissan,Frontier,2026,Regular Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2026,Extended Cab,6 ft,,,,,,,,
Nissan,Frontier,2026,Extended Cab,6.5 ft,,,,,,,,
Nissan,Frontier,2026,Crew Cab,5 ft,,,,,,,,
Nissan,Frontier,2026,Crew Cab,5.5 ft,,,,,,,,
Nissan,Frontier,2026,Crew Cab,5.75 ft,,,,,,,,
Nissan,Frontier,2026,Crew Cab,6.5 ft,,,,,,,,
Nissan,Titan,2010,Regular Cab,8 ft,,,,,,,,
Nissan,Titan,2010,Regular Cab,6.5 ft,,,,,,,,
Nissan,Titan,2010,Extended Cab,6 ft,,,,,,,,
Nissan,Titan,2010,Extended Cab,6.5 ft,,,,,,,,
Nissan,Titan,2010,Crew Cab,5 ft,,,,,,,,
Nissan,Titan,2010,Crew Cab,5.5 ft,,,,,,,,
Nissan,Titan,2010,Crew Cab,5.75 ft,,,,,,,,
Nissan,Titan,2010,Crew Cab,6.5 ft,,,,,,,,
Nissan,Titan,2011,Regular Cab,8 ft,,,,,,,,
Nissan,Titan,2011,Regular Cab,6.5 ft,,,,,,,,
Nissan,Titan,2011,Extended Cab,6 ft,,,,,,,,
Nissan,Titan,2011,Extended Cab,6.5 ft,,,,,,,,
Nissan,Titan,2011,Crew Cab,5 ft,,,,,,,,
Nissan,Titan,2011,Crew Cab,5.5 ft,,,,,,,,
Nissan,Titan,2011,Crew Cab,5.75 ft,,,,,,,,
Nissan,Titan,2011,Crew Cab,6.5 ft,,,,,,,,
Nissan,Titan,2012,Regular Cab,8 ft,,,,,,,,
Nissan,Titan,2012,Regular Cab,6.5 ft,,,,,,,,
Nissan,Titan,2012,Extended Cab,6 ft,,,,,,,,
Nissan,Titan,2012,Extended Cab,6.5 ft,,,,,,,,
Nissan,Titan,2012,Crew Cab,5 ft,,,,,,,,
Nissan,Titan,2012,Crew Cab,5.5 ft,,,,,,,,
Nissan,Titan,2012,Crew Cab,5.75 ft,,,,,,,,
Nissan,Titan,2012,Crew Cab,6.5 ft,,,,,,,,
Nissan,Titan,2013,Regular Cab,8 ft,,,,,,,,
Nissan,Titan,2013,Regular Cab,6.5 ft,,,,,,,,
Nissan,Titan,2013,Extended Cab,6 ft,,,,,,,,
Nissan,Titan,2013,Extended Cab,6.5 ft,,,,,,,,
Nissan,Titan,2013,Crew Cab,5 ft,,,,,,,,
Nissan,Titan,2013,Crew Cab,5.5 ft,,,,,,,,
Nissan,Titan,2013,Crew Cab,5.75 ft,,,,,,,,
Nissan,Titan,2013,Crew Cab,6.5 ft,,,,,,,,
Nissan,Titan,2014,Regular Cab,8 ft,,,,,,,,
Nissan,Titan,2014,Regular Cab,6.5 ft,,,,,,,,
Nissan,Titan,2014,Extended Cab,6 ft,,,,,,,,
Nissan,Titan,2014,Extended Cab,6.5 ft,,,,,,,,
Nissan,Titan,2014,Crew Cab,5 ft,,,,,,,,
Nissan,Titan,2014,Crew Cab,5.5 ft,,,,,,,,
Nissan,Titan,2014,Crew Cab,5.75 ft,,,,,,,,
Nissan,Titan,2014,Crew Cab,6.5 ft,,,,,,,,
Nissan,Titan,2015,Regular Cab,8 ft,,,,,,,,
Nissan,Titan,2015,Regular Cab,6.5 ft,,,,,,,,
Nissan,Titan,2015,Extended Cab,6 ft,,,,,,,,
Nissan,Titan,2015,Extended Cab,6.5 ft,,,,,,,,
Nissan,Titan,2015,Crew Cab,5 ft,,,,,,,,
Nissan,Titan,2015,Crew Cab,5.5 ft,,,,,,,,
Nissan,Titan,2015,Crew Cab,5.75 ft,,,,,,,,
Nissan,Titan,2015,Crew Cab,6.5 ft,,,,,,,,
Nissan,Titan,2016,Regular Cab,8 ft,,,,,,,,
Nissan,Titan,2016,Regular Cab,6.5 ft,,,,,,,,
Nissan,Titan,2016,Extended Cab,6 ft,,,,,,,,
Nissan,Titan,2016,Extended Cab,6.5 ft,,,,,,,,
Nissan,Titan,2016,Crew Cab,5 ft,,,,,,,,
Nissan,Titan,2016,Crew Cab,5.5 ft,,,,,,,,
Nissan,Titan,2016,Crew Cab,5.75 ft,,,,,,,,
Nissan,Titan,2016,Crew Cab,6.5 ft,,,,,,,,
Nissan,Titan,2017,Regular Cab,8 ft,,,,,,,,
Nissan,Titan,2017,Regular Cab,6.5 ft,,,,,,,,
Nissan,Titan,2017,Extended Cab,6 ft,,,,,,,,
Nissan,Titan,2017,Extended Cab,6.5 ft,,,,,,,,
Nissan,Titan,2017,Crew Cab,5 ft,,,,,,,,
Nissan,Titan,2017,Crew Cab,5.5 ft,,,,,,,,
Nissan,Titan,2017,Crew Cab,5.75 ft,,,,,,,,
Nissan,Titan,2017,Crew Cab,6.5 ft,,,,,,,,
Nissan,Titan,2018,Regular Cab,8 ft,,,,,,,,
Nissan,Titan,2018,Regular Cab,6.5 ft,,,,,,,,
Nissan,Titan,2018,Extended Cab,6 ft,,,,,,,,
Nissan,Titan,2018,Extended Cab,6.5 ft,,,,,,,,
Nissan,Titan,2018,Crew Cab,5 ft,,,,,,,,
Nissan,Titan,2018,Crew Cab,5.5 ft,,,,,,,,
Nissan,Titan,2018,Crew Cab,5.75 ft,,,,,,,,
Nissan,Titan,2018,Crew Cab,6.5 ft,,,,,,,,
Nissan,Titan,2019,Regular Cab,8 ft,,,,,,,,
Nissan,Titan,2019,Regular Cab,6.5 ft,,,,,,,,
Nissan,Titan,2019,Extended Cab,6 ft,,,,,,,,
Nissan,Titan,2019,Extended Cab,6.5 ft,,,,,,,,
Nissan,Titan,2019,Crew Cab,5 ft,,,,,,,,
Nissan,Titan,2019,Crew Cab,5.5 ft,,,,,,,,
Nissan,Titan,2019,Crew Cab,5.75 ft,,,,,,,,
Nissan,Titan,2019,Crew Cab,6.5 ft,,,,,,,,
Nissan,Titan,2020,Regular Cab,8 ft,,,,,,,,
Nissan,Titan,2020,Regular Cab,6.5 ft,,,,,,,,
Nissan,Titan,2020,Extended Cab,6 ft,,,,,,,,
Nissan,Titan,2020,Extended Cab,6.5 ft,,,,,,,,
Nissan,Titan,2020,Crew Cab,5 ft,,,,,,,,
Nissan,Titan,2020,Crew Cab,5.5 ft,,,,,,,,
Nissan,Titan,2020,Crew Cab,5.75 ft,,,,,,,,
Nissan,Titan,2020,Crew Cab,6.5 ft,,,,,,,,
Nissan,Titan,2021,Regular Cab,8 ft,,,,,,,,
Nissan,Titan,2021,Regular Cab,6.5 ft,,,,,,,,
Nissan,Titan,2021,Extended Cab,6 ft,,,,,,,,
Nissan,Titan,2021,Extended Cab,6.5 ft,,,,,,,,
Nissan,Titan,2021,Crew Cab,5 ft,,,,,,,,
Nissan,Titan,2021,Crew Cab,5.5 ft,,,,,,,,
Nissan,Titan,2021,Crew Cab,5.75 ft,,,,,,,,
Nissan,Titan,2021,Crew Cab,6.5 ft,,,,,,,,
Nissan,Titan,2022,Regular Cab,8 ft,,,,,,,,
Nissan,Titan,2022,Regular Cab,6.5 ft,,,,,,,,
Nissan,Titan,2022,Extended Cab,6 ft,,,,,,,,
Nissan,Titan,2022,Extended Cab,6.5 ft,,,,,,,,
Nissan,Titan,2022,Crew Cab,5 ft,,,,,,,,
Nissan,Titan,2022,Crew Cab,5.5 ft,,,,,,,,
Nissan,Titan,2022,Crew Cab,5.75 ft,,,,,,,,
Nissan,Titan,2022,Crew Cab,6.5 ft,,,,,,,,
Nissan,Titan,2023,Regular Cab,8 ft,,,,,,,,
Nissan,Titan,2023,Regular Cab,6.5 ft,,,,,,,,
Nissan,Titan,2023,Extended Cab,6 ft,,,,,,,,
Nissan,Titan,2023,Extended Cab,6.5 ft,,,,,,,,
Nissan,Titan,2023,Crew Cab,5 ft,,,,,,,,
Nissan,Titan,2023,Crew Cab,5.5 ft,,,,,,,,
Nissan,Titan,2023,Crew Cab,5.75 ft,,,,,,,,
Nissan,Titan,2023,Crew Cab,6.5 ft,,,,,,,,
Nissan,Titan,2024,Regular Cab,8 ft,,,,,,,,
Nissan,Titan,2024,Regular Cab,6.5 ft,,,,,,,,
Nissan,Titan,2024,Extended Cab,6 ft,,,,,,,,
Nissan,Titan,2024,Extended Cab,6.5 ft,,,,,,,,
Nissan,Titan,2024,Crew Cab,5 ft,,,,,,,,
Nissan,Titan,2024,Crew Cab,5.5 ft,,,,,,,,
Nissan,Titan,2024,Crew Cab,5.75 ft,,,,,,,,
Nissan,Titan,2024,Crew Cab,6.5 ft,,,,,,,,
Nissan,Titan,2025,Regular Cab,8 ft,,,,,,,,
Nissan,Titan,2025,Regular Cab,6.5 ft,,,,,,,,
Nissan,Titan,2025,Extended Cab,6 ft,,,,,,,,
Nissan,Titan,2025,Extended Cab,6.5 ft,,,,,,,,
Nissan,Titan,2025,Crew Cab,5 ft,,,,,,,,
Nissan,Titan,2025,Crew Cab,5.5 ft,,,,,,,,
